Name,Code,Data Collection Number,Data Collection Date,Assessor,Breed,Sex,Litter,Source,DOB,DOA,End Date,Duration,Status,Outcome,Working,BT Start,BT Duration,Familiarisation-Start Time (MM:SS),Familiarisation-Response [Oriented to Handler],Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Familiarisation-Comments,Call Back-Start Time (MM:SS) ,Call Back-Response,Call Back-Comments,Walking-Start Time (MM:SS),Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Walking-Comments,Standing-Start Time (MM:SS) ,Standing-Response,Standing-Comments,Sitting-Start Time (MM:SS) ,Sitting-Response,Sitting-Comments,Lying-Start Time (MM:SS) ,Lying-Response,Lying-Settled,Lying-Finish Time (MM:SS),Lying-Comments,Body check-Start Time (MM:SS),Body check-Table,Body check-Response,Body check-General [Mouths],Body check-General [Licks],Body check-Finish Time (MM:SS) ,Body Check-Comments,Tea Towel-Start Time (MM:SS),Tea Towel-First Response [Indifferent],Tea Towel-First Response [Change from Neutral],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea Towel-Second Response [Indifferent],Tea Towel-Second Response [Turns head],Tea Towel-Second Response [Change from Neutral],Tea Towel-Second Response [Attempts to/Removes towel by moving],Tea Towel-Second Response [Attempts to/Removes towel with mouth],Tea Towel-Second Response [Plays],Tea Towel-Finish Time (MM:SS),Tea Towel-Comments,Distractions-Start Time (MM:SS),Distractions-First Response [Teddy],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Teddy],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Human,Distractions-Finish Time (MM:SS) ,Distractions-Comments,Kong-Presentation-Start Time (MM:SS) ,Kong-Presentation-Response,Behaviour description,Kong-Interaction-Start Time (MM:SS),Kong-Interaction-Lateralisation,Kong-Interaction-Response to stimulus,Kong-Interaction-Response to handler,Kong-Interaction-Back,Kong-Interaction-Finish Time (MM:SS),Kong-Return-Handler,Kong-Comments,Dog-Start Time (MM:SS),Dog-Response,Dog-Call Back Response,Dog-Finish Time (MM:SS) ,Dog-Comments,Crate-Start Time (MM:SS) ,Crate-Entering,Crate-Behaviours [Settled],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Actively Seeking Attention],Crate-Behaviours [Digging],Crate-Behaviours [Nudging Crate],Crate-Behaviours [Pawing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Self-Modulation,Crate-Stress,Crate-Urinating,Crate-Finish Time (MM:SS),Crate-Comments,Petting-Start Time (MM:SS),Petting-Handler-Stimulus,Petting-Handler-Holding dog,Petting-Confidence-During,Petting-Finish Time (MM:SS),Petting-Responsiveness-After,Petting-Comments,Isolation-Start Time (MM:SS),Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Pacing],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Isolation-Finish Time (MM:SS) ,Isolation-Comments,Reunion-Response,Reunion-Comments,Noise-Start Time (MM:SS),Noise-Time (MM:SS),Noise-Confidence,Noise-Walk Finish Time (MM:SS),Noise-Comments,Jumps,Shakes,Stretches,Whines,Short Barks,Continuous Barks,Growls,Scratches,Grooms,Yawns,Lip Smacking,S-Familiarisation-Handler_mean,S-Familiarisation-Handler_prod,S-Walking-Pull_mean,S-Walking-Pull_prod,S-Distractions-Pull_mean,S-Distractions-Pull_prod,S-Walking-Distractions-Pull_mean,S-Walking-Distractions-Pull_prod,S-Obedience_mean,S-Obedience_prod,S-Sensitivity,S-Tea Towel-First Response,S-Tea Towel-Second Response,S-Distractions-First Response_mean,S-Distractions-First Response_prod,S-Distractions-Second Response_mean,S-Distractions-Second Response_prod,S-Distractions-Difference_mean,S-Kong-Response_mean,S-Kong-Response_prod,S-Dog-Distraction_mean,S-Dog-Distraction_prod,S-Call-Response_mean,S-Call-Response_prod,S-Familiarisation-Dog-Call,S-Crate-Response_mean,S-Crate-Response_prod,S-Crate-Stimulus_mean,S-Crate-Stimulus_prod,S-Crate-Handler_mean,S-Crate-Handler_prod,S-Petting-Stimulus-During_mean,S-Petting-Stimulus-During_prod,S-Petting-Engagement-During_mean,S-Petting-Engagement-During_prod,S-Petting-After_mean,S-Petting-After_prod,S-Isolation-Handler_mean,S-Isolation-Handler_prod,S-Isolation-Stimulus,S-Sociability_mean,S-Sociability_prod
Zita,10-41-LZ,1,2020-10-30,B,LRxGR,F,Z7,GDBUK,2019-04-29,2020-10-05,2021-05-21,228 days,GD,Success,Success,14:31:17,0:16:13,00:09,1.0,5.0,1.0,,01:12,1.0,,01:22,2.0,3.0,2.0,2.0,,02:52,2.0,,03:39,3.0,video was stopped due to monitor moving down her side,00:03,1.0,1.0,01:33,handler stayed kneeling down and used treats,01:43,,3.0,Yes,Yes,02:05,handler didn't put dog on table,02:18,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,02:46,,03:19,4,4,4,5,3,3.0,3.0,5.0,4.0,5.0,6.0,04:09,,04:37,4.0,"mainly sit and intermittently whines, moves and sits again",05:25,Righ,3.0,1.0,1.0,05:41,2.0,,06:07,5.0,2.0,06:26,,07:26,3.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,No,08:38,,08:40,2.0,1.0,5.0,09:02,6.0,"jumps up. grabs lead, ",09:20,3.0,2.0,3.0,3.0,1.0,No,10:34,,5.0,,10:44,11:13,4.0,11:27,,4,01:17;01:34;03:10;02:10;02:57;06:54;09:12;09:29,0,04:40;04:42;04:45;04:52;05:01;05:08;07:44-07:54;7:58;07:59;08:08;09:27;09:36;09:41;10:00;10:02;10:05;10:11;10:17;10:21,07:55;08:04;08:10;08:12;08:14;08:18;08:20;,08:21-:08:26,0,0,0,,01:14;02:28;02:32;08:07;11:01,1.0,1.0,2.5,6.0,4.5,20.0,2.0,14.0,2.0,6.0,3.0,2.5,1.6666666666666667,4.25,320,3.5,135.0,-0.75,2.5,24.0,3.5,10.0,1.5,2.0,-1.0,3.0,81.0,1.25,2.0,3.6666666666666665,48.0,3.5,10.0,3.0,5.0,3.5,6.0,2.3333333333333335,9.0,-1.0,5.333333333333333,150.0
Tim,10-42-LT,1,2020-10-30,B,LR,M,T3,GDBUK,2019-04-20,2020-10-05,2021-05-21,228 days,GD,Success,Success,13:29:04,0:15:38,00:03,2.0,4.0,1.0,urinated against pillar,01:11,2.0,,01:23,2.0,3.0,2.0,2.0,,02:35,1.0,,03:54,3.0,,05:00,2.0,2.0,06:05,handler stayed kneeling beside the dog,06:17,4.0,3.0,No,No,,06:32,06:48,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,07:31,,08:06,2,2,2,4,1,4.0,3.0,2.0,3.0,3.0,6.0,08:53,,09:43,4.0,stays sitting,10:05,None,3.0,1.0,1.0,10:24,2.0,,10:41,6.0,2.0,11:10,,11:31,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,12:44,,12:51,1.0,1.0,3.0,13:10,4.0,,13:29,5.0,1.0,1.0,2.0,1.0,No,14:40,,4.0,,14:54,15:26,4.0,15:38,,0,01:37;08;42,0,13:46-13:49,0,0,0,0,0,04:30;09:25;09:38,00:07;01:52;12:04,1.5,2.0,2.5,6.0,3.0,9.0,0.5,3.0,2.0,6.0,3.5,1.6666666666666667,1.6666666666666667,2.5,32,2.5,24.0,0.0,2.5,24.0,4.0,12.0,2.0,4.0,0.0,1.5,4.0,1.25,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.6666666666666665,10.0,0.0,3.6666666666666665,48.0
Rebecca,10-43-LR,1,2020-10-30,B,LRxGR,F,R2,GDBUK,2019-04-15,2020-10-05,2021-05-21,228 days,GD,Success,Success,13:57:22,0:15:20,00:04,2.0,4.0,1.0,,00:16,1.0,,01:24,2.0,2.0,2.0,2.0,,02:52,1.0,,03:59,,dog moved from a sit to a stand and was left standing ,05:12,2.0,2.0,06:20,handler stayed kneeling beside the dog,06:30,4.0,2.0,No,Yes,06:50,,07:07,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,07:32,,08:06,4,4,3,4,4,4.0,3.0,4.0,3.0,2.0,6.0,08:55,,09:16,2.0,"sits, moves slightly nearer the handler, whines and sits again",10:02,Righ,3.0,1.0,1.0,10:17,2.0,,10:36,4.0,2.0,10:55,,11:25,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,No,12:33,dog wasn't happy with the noise from walking in the crate,12:37,2.0,1.0,4.0,12:59,2.0,,13:23,3.0,3.0,1.0,2.0,1.0,No,14:31,,3.0,,14:45,15:10,4.0,15:19,,0,07:06;12:45,0,04:34;09:30;14:17,0,0,0,0,0,04:32;04:59,01:23;04:52;04:57;05:20;05:37;09:10;12:40;13:43;15:01,1.5,2.0,2.0,4.0,2.5,6.0,0.5,2.0,1.5,2.0,3.0,3.5,3.5,3.75,192,3.75,192.0,0.0,2.0,12.0,3.0,8.0,1.5,2.0,-1.0,3.5,144.0,1.25,2.0,1.0,1.0,3.0,8.0,2.5,4.0,1.5,2.0,2.0,6.0,2.0,3.0,24.0
Eddie,10-45-LE,1,2020-10-30,B,LR,M,E2,GDBUK,2019-03-18,2020-10-05,2021-06-11,249 days,GD,Success,Success,12:58:18,0:16:56,00:20,5.0,1.0,5.0,stood beside the handler,,,dog was beside the handler,01:40,2.0,2.0,2.0,3.0,,02:54,4.0,,03:55,1.0,,05:04,3.0,2.0,06:17,handler stayed kneeling beside the dog,06:27,4.0,3.0,No,No,06:42,,06:57,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,07:47,dog didn't move from being near the handler,08:25,4,4,4,4,3,4.0,3.0,2.0,2.0,2.0,6.0,09:39,,10:15,2.0,"stood beside the handler, occasionally looking around",11:11,None,3.0,1.0,1.0,11:25,2.0,,11:54,4.0,1.0,12:15,,12:45,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,12:46,,13:52,1.0,1.0,3.0,14:13,4.0,,14:42,5.0,1.0,1.0,1.0,1.0,No,16:05,,4.0,handler put dog on lead very soon after coming in,16:15,16:45,4.0,16:51,,0,0,0,0,0,0,0,0,0,04:30,04:15;04:20;04:28;04:25;04:31,5.0,25.0,2.0,4.0,2.0,4.0,0.0,0.0,2.6666666666666665,12.0,3.5,1.0,1.0,4.0,256,3.0,72.0,-1.0,2.0,12.0,2.5,4.0,1.0,1.0,,2.25,24.0,1.25,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.3333333333333335,5.0,0.0,3.6666666666666665,48.0
Zeeno,11-44-LZ,1,2020-12-08,B,GRxPoodle,M,Z8,Private breeder,2019-07-13,2020-11-10,2021-09-17,311 days,GD,Success,Success,14:19:42,00:21:33,00:00,2.0,4.0,2.0,"monitor fell off on first video, we had to restart videoing
",1:09,1.0,handler knelt down and called dog back,00:03,2.0,4.0,2.0,3.0,,01:17,3.0,,02:16,3.0,,03:26,4.0,4.0,04:23,,04:32,3.0,3.0,No,No,05:31,,05:46,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,00:11,video was stopped due to strap moving around his ribs,00:47,4,4,4,4,3,3.0,2.0,2.0,3.0,3.0,6.0,00:27,3rd time recording started,01:47,1.0,moves away from handler sniffing around room,02:58,None,1.0,,,03:10,2.0,dog on lead,03:31,6.0,4.0,03:50,handler had to go towards the dog,04:46,2.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,No,05:57,,06:03,2.0,1.0,3.0,06:38,4.0,,06:48,4.0,2.0,2.0,4.0,2.0,No,07:53,,4.0,,08:16,08:42,4.0,08:49,,0,"01:10,05:58,00:28;03:57;06:39",0,05:05;05:09;05:11-05:20;05:27;05:31;05:40;05:46-05:47;06:53;06:57;07:09;07:14;07:20-07:24;07:27-07:29;07:31-07:32;07:40-43,03:55;07:01,0,o,0,0,0,01:43;02:52;03:00,2.0,4.0,3.0,8.0,3.0,9.0,0.0,1.0,3.3333333333333335,36.0,3.0,2.5,1.6666666666666667,4.0,256,2.5,36.0,-1.5,1.3333333333333333,2.0,5.0,24.0,2.5,4.0,-3.0,3.0,72.0,1.5,3.0,2.3333333333333335,9.0,2.5,6.0,2.0,3.0,2.5,4.0,3.3333333333333335,32.0,0.0,3.6666666666666665,48.0
Thor,11-42-LT,1,2020-12-08,B,LRxGR,M,T2,IGDB,2019-05-23,2020-11-10,2021-07-28,260 days,AD,Success,Success,13:50:37,0:17:36,00:04,1.0,5.0,1.0,,00:58,1.0,,01:11,2.0,3.0,2.0,3.0,,02:15,3.0,,03:25,2.0,,04:26,2.0,2.0,05:35,,05:44,3.0,3.0,No,No,06:34,,07:18,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,07:51,,08:31,2,4,2,5,2,4.0,2.0,4.0,3.0,3.0,6.0,09:07,,11:36,2.0,"sits, then stands then walks away from handler",12:12,None,3.0,1.0,1.0,12:39,2.0,,12:59,5.0,3.0,13:16,,13:39,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,No,14:51,,,1.0,1.0,3.0,15:24,4.0,,15:28,1.0,5.0,3.0,2.0,1.0,No,16:39,,4.0,,17:07,,4.0,17:31,,0,00:08;02:23;11:40;13:15;16:49,0,15:41-43,0,0,0,0,0,0,01:07;01:13;06:20;14:08;14:36;15:12;17:09,1.0,1.0,2.5,6.0,3.0,9.0,0.5,3.0,2.3333333333333335,12.0,3.0,2.5,1.6666666666666667,3.25,80,3.0,64.0,-0.25,2.0,12.0,4.0,15.0,2.0,3.0,-2.0,2.0,16.0,1.5,3.0,1.3333333333333333,2.0,2.0,3.0,2.0,3.0,2.5,4.0,1.3333333333333333,2.0,2.0,3.6666666666666665,48.0
Tessa,11-43-LT,1,2020-12-08,B,LRxGR,F,T2,IGDB,2019-05-23,2020-11-10,2021-12-10,395 days,GD,Success,Success,12:39:34,00:16:30,00:12,3.0,3.0,2.0,,01:14,1.0,,01:24,2.0,3.0,2.0,2.0,,02:28,2.0,,03:29,4.0,,04:41,2.0,2.0,06:00,,06:30,3.0,3.0,No,No,07:20,,07:36,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,08:06,,08:47,1,4,3,4,1,3.0,3.0,3.0,3.0,4.0,5.0,09:25,,09:46,5.0,"sits, stands, jumps toward the kong, whines and short bark",10:31,None,3.0,1.0,1.0,10:52,2.0,,11:19,8.0,3.0,11:38,,12:16,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,No,13:31,,13:35,1.0,2.0,3.0,13:56,3.0,,14:14,4.0,2.0,1.0,,1.0,No,15:25,,4.0,,15:54,16:17,4.0,16:29,,5,00:07;00;46;07:54,00:25;00:30;01:05;01:10;12:23,10:06,10:17;11:22,0,0,0,0,0,00:33;06:03;08:51;11:33;15:55,2.5,6.0,2.5,6.0,3.5,12.0,1.0,6.0,2.6666666666666665,16.0,3.0,2.5,1.1666666666666667,3.0,48,2.5,27.0,-0.5,2.75,30.0,5.5,24.0,2.0,3.0,-2.0,2.25,24.0,1.25,2.0,2.3333333333333335,5.0,2.0,3.0,2.5,6.0,2.5,6.0,2.5,4.0,1.0,3.3333333333333335,36.0
Yeska,11-44-LY,1,2020-12-08,B,LRxGR,F,Y1,IGDB,2019-09-25,2020-11-10,2021-05-21,192 days,GD,Success,Success,12:03:56,0:18:48,00:07,2.0,4.0,2.0,,01:14,2.0,,01:28,2.0,3.0,3.0,2.0,,02:36,2.0,,03:32,4.0,,04:38,2.0,2.0,05:47,,06:00,4.0,3.0,No,No,07:08,,07:31,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,07:45,,09:24,6,4,4,5,6,4.0,3.0,5.0,4.0,5.0,6.0,10:04,,10:31,5.0,"sit, jumps at handler and moves around and jumps again on second video dog sits still",00:50,None,3.0,1.0,1.0,01:15,2.0,,01:50,6.0,3.0,02:08,,02:49,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,No,04:02,,04:05,1.0,1.0,3.0,04:34,3.0,,00:00,3.0,2.0,2.0,2.0,1.0,No,01:14,,4.0,,02:02,02:22,4.0,02:33,,2,,00:47;01:43;07:47;02:13;01:01,02:59;00:58,0,0,0,0,0,03:38,01:27;02:44;04:32;05:06;07:40,2.0,4.0,3.0,9.0,4.5,20.0,1.5,11.0,2.6666666666666665,16.0,3.5,2.5,1.6666666666666667,4.75,480,4.5,360.0,-0.25,2.75,30.0,4.5,18.0,2.5,6.0,-1.0,2.0,12.0,1.5,3.0,1.6666666666666667,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,6.0,0.0,3.3333333333333335,36.0
Zarley,11-45-LZ,1,2020-12-08,B,LR,M,Z9,Private breeder,2019-09-01,2020-11-10,2021-07-07,239 days,GD,Success,Success,13:15:21,0:17:25,00:20,2.0,4.0,1.0,,02:20,2.0,,01:38,3.0,4.0,3.0,3.0,,02:47,3.0,,03:47,4.0,,05:01,2.0,3.0,05:58,,06:11,3.0,3.0,No,Yes,06:59,,07:17,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,07:58,,08:53,5,5,3,4,4,4.0,3.0,3.0,4.0,4.0,7.0,09:24,,09:47,5.0,"sits, stands, whines, sits ",10:32,Righ,3.0,3.0,4.0,11:03,2.0,handler put dog on lead,11:32,8.0,4.0,11:56,"dog plays around, refusing to go to handler",12:55,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,14:19,,14:19,1.0,1.0,3.0,14:45,,,15:01,5.0,1.0,1.0,2.0,1.0,No,16:12,,6.0,,16:58,17:15,3.0,17:25,,0,01:27;01:41;07:07;07:14;07:29;07:36;07:58;08:08;10:14;10:18;15:4716:25,0,04:40-04:48,0,0,0,0,0,0,0,1.5,2.0,3.5,12.0,4.0,16.0,0.5,4.0,3.0,24.0,3.0,3.1666666666666665,2.5,4.25,300,3.5,144.0,-0.75,3.5,120.0,6.0,32.0,3.0,8.0,-2.0,1.5,4.0,1.25,2.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,2.6666666666666665,10.0,0.0,4.5,18.0
Rita,09-42-LR,2,2020-12-08,B,LRx,F,R1,IGDB,2019-04-19,2020-09-22,2021-03-01,160 days,AD,Success,Success,15:20:03,0:13:39,00:00,1.0,5.0,1.0,,00:12,1.0,,01:21,1.0,2.0,2.0,3.0,,02:30,1.0,,03:28,4.0,,04:35,4.0,1.0,05:35,,05:47,3.0,3.0,No,No,06:08,,06:24,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,06:53,,07:25,2,3,3,3,2,2.0,2.0,2.0,2.0,2.0,4.0,07:49,,08:09,2.0,"sits, moves slightly to reposition her sit, small whine,",08:51,Left,3.0,1.0,1.0,09:07,2.0,,09:27,4.0,1.0,09:45,,09:58,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,No,11:02,,11:10,1.0,1.0,3.0,11:27,3.0,,11:48,3.0,3.0,1.0,1.0,1.0,No,12:58,,4.0,,13:12,13:33,4.0,13:39,,0,01:17;11:17,0,08:29,10:36,0,0,0,0,0,01:22;09:21,1.0,1.0,2.0,4.0,2.0,4.0,0.0,0.0,3.0,16.0,3.0,1.6666666666666667,0.6666666666666666,2.75,54,2.0,16.0,-0.75,2.0,12.0,2.5,4.0,1.0,1.0,0.0,1.5,4.0,1.25,2.0,1.6666666666666667,4.0,2.0,3.0,2.0,3.0,2.0,3.0,1.6666666666666667,3.0,2.0,3.3333333333333335,36.0
Toto,09-44-LT,2,2020-12-08,B,LRx,F,T2,IGDB,2019-05-23,2020-09-22,2021-04-01,191 days,AD,Success,Success,14:55:52,0:14:41,00:05,2.0,4.0,1.0,,01:03,,dog was beside handler,01:09,3.0,2.0,2.0,3.0,,02:29,4.0,,03:34,4.0,,04:35,2.0,3.0,05:44,,05:55,4.0,3.0,No,No,06:18,,06:37,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,07:05,,07:55,4,3,3,4,3,3.0,3.0,3.0,3.0,3.0,5.0,08:27,,08:51,4.0,sits calmly,09:34,None,3.0,1.0,1.0,09:55,2.0,,10:27,4.0,1.0,10:41,,10:57,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,No,12:04,,12:13,1.0,1.0,2.0,12:35,2.0,was on a lead,12:55,4.0,2.0,1.0,1.0,1.0,No,14:02,,4.0,,14:14,14:36,4.0,14:40,,0,07:25,0,11:47,0,0,0,0,0,0,02:30;07:57;11:31,1.5,2.0,2.0,4.0,3.0,9.0,1.0,5.0,3.3333333333333335,32.0,3.5,1.6666666666666667,2.5,3.5,144,3.0,81.0,-0.5,2.5,24.0,2.5,4.0,1.0,1.0,,1.75,8.0,1.25,2.0,1.6666666666666667,4.0,1.5,2.0,1.5,2.0,1.5,2.0,2.0,4.0,1.0,2.6666666666666665,16.0
Zita,10-41-LZ,2,2020-12-17,B,LRxGR,F,Z7,GDBUK,2019-04-29,2020-10-05,2021-05-21,228 days,GD,Success,Success,12:41:53,0:14:54,00:04,2.0,4.0,1.0,,01:21,1.0,handler walks towards the dog as she calls her and dog comes to meet handler,01:31,2.0,3.0,2.0,2.0,,02:22,2.0,,03:24,4.0,,04:24,1.0,1.0,05:37,,05:46,4.0,2.0,No,Yes,06:13,,00:00,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,00:32,video recorder had stopped,1:01,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,5.0,01:38,,02:00,4.0,"sits, moves, sits ","sits, moves sits again",Righ,3.0,2.0,2.0,03:00,2.0,,04:27,6.0,2.0,04:48,,,3.0,1.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,3.0,3.0,No,06:10,,,,,,,,no petting done ,06:40,4.0,1.0,2.0,2.0,1.0,No,07:43,,5.0,handler put dog on lead and started walking,07:49,08:17,4.0,08:24,,4,"01:01,03:22;06:23;06:51;08:22",0,"00:10;05:11-05:23;05:30-05:33;05:36-05:38;05:40-41;05:43-05:44;05:46-05:52;05:55-06:00,06:01-0",0,0,0,08:21,0,0,0:44;02:03;03:12;00:49;02:09;03:09;03:12;08:15,1.5,2.0,2.5,6.0,4.0,16.0,1.5,10.0,2.3333333333333335,8.0,3.0,3.5,2.5,4.0,256,4.0,256.0,0.0,2.75,48.0,4.0,12.0,1.5,2.0,-1.0,3.25,108.0,1.25,2.0,3.6666666666666665,25.0,,1.0,,1.0,,1.0,2.3333333333333335,8.0,-1.0,5.0,5.0
Tim,10-42-LT,2,2020-12-17,B,LR,M,T3,GDBUK,2019-04-20,2020-10-05,2021-05-21,228 days,GD,Success,Success,12:18:10,0:14:42,00:05,5.0,1.0,5.0,,01:08,,no need for a call back as dog sat beside handler,01:08,1.0,2.0,2.0,3.0,,02:14,1.0,,03:21,4.0,,04:21,4.0,3.0,05:31,,05:42,4.0,3.0,No,No,06:16,,06:35,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,07:00,,07:37,4,4,3,3,3,3.0,2.0,3.0,2.0,2.0,7.0,08:18,,08:35,4.0,"sits, moves sits goes into a down",09:14,None,3.0,2.0,2.0,09:37,2.0,dog was on lead,10:10,4.0,1.0,10:33,,10:47,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,11:56,,12:01,1.0,1.0,3.0,12:25,3.0,,12:43,5.0,1.0,1.0,2.0,1.0,No,13:52,,4.0,,14:07,14:35,4.0,14:40,,2,10:01,0,13:20-13:24,02:47,0,0,0,0,00:49;03:33;09:07,01:20;01:25;01:44;02:16;02:19;02:41;02:54;08:44;08:50;10:05,5.0,25.0,2.0,4.0,2.0,4.0,0.0,0.0,3.0,16.0,3.5,2.3333333333333335,0.6666666666666666,3.5,144,2.75,54.0,-0.75,2.75,48.0,2.5,4.0,1.0,1.0,,1.0,1.0,1.25,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.6666666666666665,10.0,0.0,3.3333333333333335,36.0
Rebecca,10-43-LR,2,2020-12-17,B,LRxGR,F,R2,GDBUK,2019-04-15,2020-10-05,2021-05-21,228 days,GD,Success,Success,13:32:35,0:14:33,00:05,4.0,5.0,1.0,,01:06,1.0,,01:11,1.0,2.0,2.0,3.0,,02:11,2.0,,03:13,2.0,,04:19,3.0,3.0,05:20,,05:31,4.0,2.0,No,No,05:55,,06:12,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,06:31,,07:04,4,4,2,3,3,4.0,2.0,2.0,3.0,2.0,6.0,07:421,,08:06,4.0,sat would look away occasionally,08:52,None,3.0,1.0,1.0,09:17,2.0,,09:46,4.0,1.0,10:03,,10:21,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,No,11:38,,11:47,1.0,1.0,3.0,11:48,3.0,,12:16,4.0,3.0,1.0,1.0,1.0,No,13:33,,3.0,,13:49,14:,4.0,14:32,,0,06:07;07:32,0,0,0,0,0,0,0,0,01:38;01:44;06:37;08:11;09:27;09:31;09:41;10:09;12:24;13:38,2.5,4.0,2.0,4.0,2.5,6.0,0.5,2.0,2.3333333333333335,12.0,3.0,2.5,1.0,3.25,96,2.75,48.0,-0.5,2.5,24.0,2.5,4.0,1.0,1.0,0.0,3.25,108.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,27.0
Eddie,10-45-LE,2,2020-12-17,B,LR,M,E2,GDBUK,2019-03-18,2020-10-05,2021-06-11,249 days,GD,Success,Success,13:10:31,0:14:25,00:05,5.0,1.0,5.0,,,,,01:07,1.0,1.0,1.0,4.0,,02:08,4.0,,03:14,3.0,,04:18,2.0,3.0,05:25,,05:36,3.0,3.0,No,No,06:04,,06:22,No,Yes,No,No,No,No,No,No,Yes,No,No,No,06:48,,07:19,3,4,4,2,3,4.0,3.0,2.0,2.0,2.0,6.0,08:04,,08:27,2.0,remains sitting,09:06,None,3.0,1.0,1.0,09:28,2.0,,09:56,4.0,1.0,10:09,,10:25,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,11:33,,11:35,1.0,1.0,3.0,11:59,2.0,stays standing beside handler,12:18,4.0,2.0,1.0,1.0,1.0,No,13:39,,4.0,,13:48,14:19,4.0,14:24,,0,0,0,11:22,0,0,0,0,0,0,01:40;02:56;07:33;08:19,5.0,25.0,1.0,1.0,2.0,4.0,1.0,3.0,3.0,24.0,3.0,0.5,0.5,3.25,96,3.0,72.0,-0.25,2.0,12.0,2.5,4.0,1.0,1.0,,2.0,12.0,1.75,4.0,1.0,1.0,2.0,3.0,2.0,3.0,1.5,2.0,2.0,4.0,1.0,3.0,24.0
